"FT183" "LD" "2" 61
"FT184" "LD" "2" 57
"FT185" "LD" "2" 66
"FT187" "LD" "2" 65
"FT188" "LD" "2" 62
"FT189" "LD" "2" 79
"FT190" "LD" "2" 62
"FT191" "LD" "2" 70
"FT194" "LD" "2" 68
"FT195" "LD" "2" 76
"FT196" "LD" "2" 73
"FT199" "LD" "2" 58
"FT200" "LD" "2" 70
"FT202" "LD" "2" 65
"FT203" "LD" "2" 60
"FT204" "LD" "2" 64
"FT205" "LD" "2" 62
"FT207" "LD" "2" 64
"FT208" "LD" "2" 72
"FT209" "LD" "2" 62
"FT211" "LD" "2" 61
"FT212" "LD" "2" 68
"FT213" "LD" "2" 66
"FT214" "LD" "2" 58
"FT215" "LD" "2" 60
"FT217" "LD" "2" 68
"FT218" "LD" "2" 66
"FT219" "LD" "2" 93
"FT220" "LD" "2" 81
"FT222" "LD" "2" 63
"FT223" "LD" "2" 56
"FT226" "LD" "2" 68
"FT227" "LD" "2" 63
"FT228" "LD" "2" 75
"FT229" "LD" "2" 62
"FT230" "LD" "2" 62
"FT231" "LD" "2" 78
"FT232" "LD" "2" 72
"FT233" "LD" "2" 78
"FT234" "LD" "2" 92
"FT235" "LD" "2" 57
"FT236" "LD" "2" 73
"FT238" "LD" "2" 54
"FT239" "LD" "2" 59
"FT240" "LD" "2" 57
"FT241" "LD" "2" 56
"FT242" "LD" "2" 72
"FT243" "LD" "2" 52
"FT244" "LD" "2" 68
"FT245" "LD" "2" 58
"FT246" "LD" "2" 73
"FT247" "LD" "2" 69
"FT248" "LD" "2" 52
"FT249" "LD" "2" 67
"FT250" "LD" "2" 63
"FT251" "LD" "2" 61
"FT252" "LD" "2" 77
"FT254" "LD" "2" 86
"FT255" "LD" "2" 93
"FT256" "LD" "2" 73
"FT260" "LD" "2" 66
"FT263" "LD" "2" 67
"FT265" "LD" "2" 91
"FT266" "LD" "2" 75
"FT267" "LD" "2" 66
"FT268" "LD" "2" 62
"FT270" "LD" "2" 70
"FT272" "LD" "2" 59
"FT273" "LD" "2" 76
"FT274" "LD" "2" 68
"FT275" "LD" "2" 63
"FT279" "LD" "2" 67
"FT280" "LD" "2" 69
"FT281" "LD" "2" 64
"FT282" "LD" "2" 48
"FT283" "LD" "2" 64
"FT284" "LD" "2" 81
"FT285" "LD" "2" 61
"FT286" "LD" "2" 56
"FT287" "LD" "2" 50
"FT288" "LD" "2" 50
"FT289" "LD" "2" 72
"FT290" "LD" "2" 72
"FT291" "LD" "2" 58
"FT292" "LD" "2" 65
"FT293" "LD" "2" 76
"FT294" "LD" "2" 57
"FT295" "LD" "2" 62
"FT296" "LD" "2" 64
"FT297" "LD" "2" 66
"FT298" "LD" "2" 70
"FT300" "LD" "2" 55
"FT301" "LD" "2" 56
"FT302" "LD" "2" 57
"FT303" "LD" "2" 60
"FT306" "LD" "2" 69
"FT307" "LD" "2" 54
"FT309" "LD" "2" 54
"FT310" "LD" "2" 60
"FT311" "LD" "2" 70
"FT312" "LD" "2" 52
"FT313" "LD" "2" 69
"FT314" "LD" "2" 64
"FT315" "LD" "2" 58
"FT316" "LD" "2" 68
"FT317" "LD" "2" 59
"FT318" "LD" "2" 65
"FT320" "LD" "2" 65
"FT321" "LD" "2" 63
"FT322" "LD" "2" 54
"FT323" "LD" "2" 60
"FT324" "LD" "2" 57
"FT325" "LD" "2" 62
"FT326" "LD" "2" 60
"FT327" "LD" "2" 52
"FT328" "LD" "2" 52
"FT329" "LD" "2" 51
"FT331" "LD" "2" 72
"FT332" "LD" "2" 71
"FT334" "LD" "2" 70
"FT335" "LD" "2" 62
"FT336" "LD" "2" 65
"FT337" "LD" "2" 62
"FT338" "LD" "2" 86
"FT339" "LD" "2" 62
"FT340" "LD" "2" 53
"FT341" "LD" "2" 60
"FT342" "LD" "2" 77
"FT343" "LD" "2" 71
"FT344" "LD" "2" 61
"FT345" "LD" "2" 54
"FT346" "LD" "2" 65
"FT347" "LD" "2" 52
"FT348" "LD" "2" 79
"FT349" "LD" "2" 58
"FT350" "LD" "2" 51
"FT351" "LD" "2" 50
"FT352" "LD" "2" 48
"FT353" "LD" "2" 50
"FT354" "LD" "2" 75
"FT365" "LD" "2" 88
"FT370" "LD" "2" 95
"FT371" "LD" "2" 58
"FT372" "LD" "2" 65
"FT373" "LD" "2" 60
"FT376" "LD" "2" 78
"FT377" "LD" "2" 67
"FT378" "LD" "2" 53
"FT381" "LD" "2" 70
"FT382" "LD" "2" 62
"FT383" "LD" "2" 53
"FT385" "LD" "2" 70
"FT386" "LD" "2" 78
"FT387" "LD" "2" 67
"FT388" "LD" "2" 83
"FT389" "LD" "2" 56
"FT390" "LD" "2" 80
"FT391" "LD" "2" 74
"FT392" "LD" "2" 73
"FT393" "LD" "2" 60
"FT394" "LD" "2" 64
"FT399" "LD" "2" 75
"FT400" "LD" "2" 71
"FT402" "LD" "2" 73
"FT403" "LD" "2" 71
"FT405" "LD" "2" 77
"FT408" "LD" "2" 67
"FT409" "LD" "2" 79
"FT410" "LD" "2" 70
"FT412" "LD" "2" 77
"FT413" "LD" "2" 66
"FT414" "LD" "2" 58
"FT416" "LD" "2" 78
"FT417" "LD" "2" 84
"FT421" "LD" "2" 53
"FT424" "LD" "2" 66
"FT425" "LD" "2" 80
"FT426" "LD" "2" 100
"FT427" "LD" "2" 82
"FT430" "LD" "2" 88
"FT433" "LD" "2" 76
"FT434" "LD" "2" 50
"FT436" "LD" "2" 53
"FT437" "LD" "2" 64
"FT438" "LD" "2" 61
"FT439" "LD" "2" 61
"FT440" "LD" "2" 82
"FT441" "LD" "2" 66
"FT442" "LD" "2" 77
"FT443" "LD" "2" 79
"FT444" "LD" "2" 73
"FT445" "LD" "2" 86
"FT446" "LD" "2" 51
"FT447" "LD" "2" 62
"FT448" "LD" "2" 64
"FT450" "LD" "2" 84
"FT451" "LD" "2" 66
"FT453" "LD" "2" 100
"FT454" "LD" "2" 74
"FT456" "LD" "2" 70
"FT458" "LD" "2" 76
"FT460" "LD" "2" 77
"FT461" "LD" "2" 80
"FT462" "LD" "2" 90
"FT464" "LD" "2" 88
"FT466" "LD" "2" 79
"FT469" "LD" "2" 80
"FT470" "LD" "2" 84
"FT471" "LD" "2" 101
"FT472" "LD" "2" 70
"FT477" "LD" "2" 63
"FT478" "LD" "2" 70
"FT479" "LD" "2" 71
"FT481" "LD" "2" 63
"FT482" "LD" "2" 63
"FT483" "LD" "2" 64
"FT485" "LD" "2" 61
"FT488" "LD" "2" 65
"FT489" "LD" "2" 66
"FT491" "LD" "2" 61
"FT492" "LD" "2" 67
"FT493" "LD" "2" 69
"FT494" "LD" "2" 62
"FT495" "LD" "2" 73
"FT496" "LD" "2" 74
"FT497" "LD" "2" 67
"FT498" "LD" "2" 63
"FT500" "LD" "2" 66
"FT501" "LD" "2" 53
"FT502" "LD" "2" 64
"FT507" "LD" "2" 70
"FT509" "LD" "2" 79
"FT510" "LD" "2" 50
"FT511" "LD" "2" 64
"FT512" "LD" "2" 70
"FT513" "LD" "2" 59
"FT515" "LD" "2" 71
"FT516" "LD" "2" 77
"FT517" "LD" "2" 60
"FT731" "LD" "2" 100
"FT732" "LD" "2" 78
"FT733" "LD" "2" 78
"FT738" "LD" "2" 69
"FT741" "LD" "2" 91
"FT742" "LD" "2" 102
"FT745" "LD" "2" 94
"FT746" "LD" "2" 93
"FT760" "LD" "2" 80
"FT872" "LD" "2" 67
"FT873" "LD" "2" 92
"FT878" "LD" "2" 81
"FT879" "LD" "2" 74
"MBR 1012" "LD" "2" 52
"MBR 530" "LD" "2" 64
"MBR 532" "LD" "2" 76
"FT001" "LD" "2" NA
"FT020" "LD" "2" 49
"FT022" "LD" "2" 58
"FT040" "LD" "2" NA
"FT047" "LD" "2" 49
"FT055" "LD" "2" 65
"FT059" "LD" "2" 61
"FT142" "LD" "2" 52
"FT145" "LD" "2" 58
"FT166" "LD" "2" NA
"FT198" "LD" "2" 75
"FT262" "LD" "2" 94
"FT271" "LD" "2" 69
"FT330" "LD" "2" 61
"FT384" "LD" "2" 53
"FT455" "LD" "2" 76
"FT457" "LD" "2" 82
"FT468" "LD" "2" 74
"FT475" "LD" "2" NA
"FT486" "LD" "2" 66
"FT503" "LD" "2" NA
"FT504" "LD" "2" 101
"FT506" "LD" "2" 77
"FT729" "LD" "2" 87
"FT743" "LD" "2" 86
"FT871" "LD" "2" 78
"FT880" "LD" "2" 64
"FT046" "LD" "2" NA
"FT135" "LD" "2" NA
"FT151" "LD" "2" 52
"FT221" "LD" "2" NA
